"id","type","level","text","solution","reasoning","source","subject"
"P0101","mmlu_nutrition","Advanced","Which of the following statements is correct?


Options:
A. Starch mainly contains amylose, which is a polymer of fructose with alpha 1,4-linkages
B. Starch mainly contains amylose, which is a polymer of glucose with alpha 1,4-linkages
C. Starch mainly contains amylose, which is a polymer of fructose with beta 1,4-linkages
D. Starch mainly contains amylose, which is a polymer of glucose with beta 1,4-linkages","B","Advanced-level knowledge required in nutrition.","MMLU","nutrition"
"P0102","mmlu_nutrition","Advanced","What are the main causes of the obesity epidemic?


Options:
A. Increased energy quantity/density and a more sedentary life-style
B. Decreased leisure time activity
C. Changes in genetic profiles
D. None of the options given is correct","A","Advanced-level knowledge required in nutrition.","MMLU","nutrition"
"P0103","mmlu_nutrition","Advanced","Ulcerative Colitis


Options:
A. Carries a risk of colonic cancer
B. Can be treated with a LOFFLEX diet
C. Can be caused by small intestinal bacterial overgrowth
D. Can be caused by milk intolerance","A","Advanced-level knowledge required in nutrition.","MMLU","nutrition"
"P0104","mmlu_professional_medicine","Professional","A 35-year-old woman comes to the office because of a 3-day history of severe right back pain. She has not had any fever, chills, or weight loss. She has no history of major medical illness. Musculoskeletal and neurologic examinations show no abnormalities. When told that her examination is normal, the patient becomes tearful and demands an MRI of her back because her mother just died from breast cancer metastatic to bone and she fears that she may also have cancer. The patient already contacted her insurance company, who told her that if she has neurologic abnormalities an MRI may be covered by her plan. The patient asks the physician to order the MRI indicating that she has neurologic findings. Which of the following is the most appropriate initial action by the physician?

Options:
A. Advise the patient to change insurance companies as soon as she is able so that she can receive more comprehensive medical care
B. Explain that the patient does not need the MRI and that it is not appropriate to misrepresent her examination findings
C. Immediately inform the patient's insurance company about what the patient has asked the physician to do
D. Order the MRI as the patient requests","B","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0105","mmlu_professional_medicine","Professional","A 60-year-old man had a total thyroidectomy and excision of enlarged left jugular lymph nodes for follicular carcinoma. The operation was uncomplicated. He is receiving intravenous 5% dextrose and 0.45% saline with potassium. Twelve hours after the operation he develops circumoral numbness and paresthesias in his fingertips, and he becomes very anxious. Vital signs are temperature 37.6°C (99.7°F), pulse 90/min, respirations 16/min, and blood pressure 140/90 mm Hg. Physical examination discloses a dry neck dressing and no stridor. Extremities are warm, with brisk capillary refill time. Additional physical examination is most likely to show which of the following?

Options:
A. Babinski sign present bilaterally
B. Chvostek sign
C. Deviation of the tongue to the left side
D. A drooping left shoulder","B","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0106","mmlu_professional_medicine","Professional","A 55-year-old man who is a business executive is admitted to the hospital for evaluation of abdominal pain. He is polite to the physician but berates the nurses and other staff. The patient's wife and two of his three adult children arrive for a visit. The patient says with disgust that the missing child is and always has been worthless. Which of the following is the most likely explanation for this patient's behavior?

Options:
A. Projection
B. Projective identification
C. Reaction formation
D. Splitting","D","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0107","mmlu_professional_medicine","Professional","A 22-year-old woman contacts a medical student and asks if he would like to join her for dinner. The student met the woman when he was assigned to her care during her 2-week hospitalization for treatment of major depressive disorder. He has not treated or seen the patient since she was discharged from the hospital. He is attracted to this former patient and would be interested in dating her. Which of the following is the most appropriate action by the medical student regarding this patient's invitation?

Options:
A. He can date her because he was a medical student, not a physician, when he contributed to her care
B. He can date her because she is no longer his patient
C. He can date her, but only after at least 1 year has passed since he treated her
D. He cannot date her because she was once his psychiatric patient","D","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0108","mmlu_professional_medicine","Professional","A previously healthy 19-year-old college student comes to student health services 24 hours after the onset of headache, stiff neck, and sensitivity to light. She does not recall any sick contacts. She had chickenpox at the age of 7 years. Her most recent examination 1 year ago included PPD skin testing and showed no abnormalities. She takes a daily multivitamin and an herbal weight-loss preparation. She received all appropriate immunizations during childhood but has not received any since then. She does not smoke, drink alcohol, or use illicit drugs. There is no family history of serious illness. She appears lethargic. Her temperature is 39.1°C (102.4°F), pulse is 112/min, respirations are 20/min, and blood pressure is 100/68 mm Hg. Examination shows diffuse petechiae. Kernig and Brudzinski signs are present. The remainder of the examination shows no abnormalities. A lumbar puncture is performed. Cerebrospinal fluid (CSF) analysis shows numerous segmented neutrophils and a decreased glucose concentration. A Gram stain of the CSF shows gram-negative cocci. Which of the following is the most appropriate pharmacotherapy?

Options:
A. Ceftriaxone
B. Clindamycin
C. Erythromycin
D. Metronidazole","A","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0109","mmlu_professional_medicine","Professional","A 14-year-old girl is brought to the physician after her mother learned that she began having sexual intercourse with various partners 1 month ago. She does not use condoms or other contraception. The mother is concerned about her behavior. The patient's parents separated 3 months ago. She had been an honor student and excelled in sports and leadership positions at school before the separation. Since the separation, however, she has become sullen, defiant, and rebellious. She has begun smoking cigarettes, disobeying her curfew, and being truant from school. This patient is most likely using which of the following defense mechanisms?

Options:
A. Acting out
B. Displacement
C. Projection
D. Reaction formation","A","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0110","mmlu_professional_medicine","Professional","A 31-year-old woman, gravida 3, para 2, who is at 32 weeks' gestation, is admitted to the hospital because of a 1-week history of progressive dyspnea and wheezing. She says her heart is ""racing"" and she is coughing up a small amount of bloodstreaked sputum. Medical history is significant for hypothyroidism, for which she takes levothyroxine. An intravenous catheter is placed. Vital signs are temperature 36.9°C (98.4°F), pulse 132/min, respirations 32/min, and blood pressure 135/78 mm Hg. Pulse oximetry on 100% oxygen via nasal cannula shows an oxygen saturation of 92%. Auscultation of the lungs discloses decreased breath sounds at the bases with expiratory crackles bilaterally. Cardiac examination discloses an irregularly irregular rhythm, an indistinct point of maximal impulse, and a loud S1. A grade 3/6, low-pitched, diastolic, rumbling murmur is audible at the apex; a distinct snapping sound precedes the murmur. Fetal heart rate is 144/min. Which of the following is the most likely cause of the findings in this patient?

Options:
A. Chronic mitral regurgitation secondary to rheumatic heart disease
B. Coarctation of the aorta
C. Congenital aortic stenosis
D. Mitral stenosis complicated by atrial fibrillation","D","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0111","mmlu_professional_medicine","Professional","A 22-year-old woman comes to the physician in October for a follow-up examination. She feels well. She has a 2-year history of type 1 diabetes mellitus controlled with insulin. She had a normal Pap smear 3 months ago and saw her ophthalmologist 6 months ago. Her 67-year-old grandmother has breast cancer. She is 168 cm (5 ft 6 in) tall and weighs 57 kg (125 lb); BMI is 20 kg/m2 . Her hemoglobin A1c is 6.2%, and fingerstick blood glucose concentration is 118 mg/dL. Which of the following health maintenance recommendations is most appropriate at this time?

Options:
A. Dietary modification for weight loss
B. Human papillomavirus testing
C. Mammography
D. Influenza virus vaccine","D","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0112","mmlu_professional_medicine","Professional","A 78-year-old male presents to the office with the complaint of severe neck pain. He rates the pain as a 7 on a scale of 0 to 10 scale. He denies any trauma but reports that he had been doing a lot of painting over the past week. He denies any radicular pain or numbness. Cervical range of motion is moderately limited in all fields. He is treated with articulatory springing technique. Four hours later the physician receives a call from the local emergency department, where the patient presented confused, nauseated, and vertiginous. The physician may be found liable if

Options:
A. the motion barrier was articulated more than 3 times
B. the motion barrier was met with a vectored force from the direction of ease
C. the neck was treated in simultaneous hyperrotation and extension
D. the patient was previously treated for osteoarthritis of the cervical spine","C","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0113","mmlu_professional_medicine","Professional","A 62-year-old woman comes to the physician because of low back pain for 1 week. Menopause occurred 10 years ago. Physical examination shows localized tenderness over the lumbar spine after movement. X-rays of the spine show a compression fracture of L1-2. A DEXA scan shows decreased bone mineral density. Serum calcium and phosphorus concentrations and serum alkaline phosphatase activity are within the reference ranges. A bisphosphonate drug is prescribed. The expected beneficial effect of this drug is most likely due to which of the following actions?

Options:
A. Decreased insulin-like growth factor-1 concentration
B. Decreased osteoclast activity
C. Decreased osteoprotegerin production
D. Increased 1,25-dihydroxycholecalciferol concentration","B","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0114","mmlu_professional_medicine","Professional","A 22-year-old woman comes to the office because of a 3-day history of cold symptoms and a 1-week history of progressive fatigue. Six weeks ago, she received a kidney transplant from a living, related donor. Immediately after the operation, she received monoclonal anti-CD3 therapy. Current medications are azathioprine, cyclosporine, and prednisone. Her temperature is 39°C (102.2°F). Physical examination shows a well-healed surgical scar. Serum studies show that her urea nitrogen and creatinine concentrations have tripled. A diagnosis of allograft rejection is suspected. In addition, this patient's clinical presentation is best explained by an infection with which of the following agents?

Options:
A. Adenovirus
B. BK virus
C. Epstein-Barr virus
D. Herpes simplex virus","B","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0115","mmlu_professional_medicine","Professional","A 57-year-old woman comes to the physician because of an 8-week history of difficulty sleeping, fatigue, and muscle tension. During this period, she also has had memory lapses, difficulty concentrating, and has been reprimanded at work for arriving late. Over the past 2 weeks, she has had three episodes of palpitations and shortness of breath that have awakened her from sleep. Her pulse is 80/min, and blood pressure is 110/90 mm Hg. Physical examination shows no abnormalities. Mental status examination shows a depressed mood and constricted affect. She says that she is no longer interested in activities that she used to enjoy. She has suicidal ideation without a plan. Her hemoglobin concentration is 11 g/dL, and serum ferritin concentration is 140 ng/mL. Which of the following is the most appropriate initial step in treatment?

Options:
A. Donepezil therapy
B. Ferrous sulfate therapy
C. Ginkgo biloba extract therapy
D. Paroxetine therapy","D","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0116","mmlu_professional_medicine","Professional","A 3-week-old male infant is brought to the office by his mother because of a 2-day history of white lesions in the mouth. The infant was born at term via uncomplicated spontaneous vaginal delivery; he has been breast-feeding well and is urinating and having bowel movements normally. At birth, he weighed 3289 g (7 lb 4 oz; 30th percentile). Today, he weighs 3629 kg (8 lb; 25th percentile). He appears adequately hydrated. Vital signs are normal. Physical examination discloses white patches on the tongue and buccal mucosa that do not come off when gently scraped with a tongue blade. Which of the following is the most appropriate pharmacotherapy?

Options:
A. Acyclovir
B. Fluconazole
C. Nystatin
D. Valacyclovir","C","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0117","mmlu_professional_medicine","Professional","A 30-year-old nulliparous female presents to the office with the complaint of mood changes. She says that for the past several months she has been anxious, hyperactive, and unable to sleep 3 to 4 days prior to the onset of menses. She further reports that on the day her menses begins she becomes acutely depressed, anorectic, irritable, and lethargic. She has no psychiatric history. Physical examination findings are normal. She and her husband have been trying to conceive for over 2 years. History reveals a tuboplasty approximately 1 year ago to correct a closed fallopian tube. The most likely diagnosis is

Options:
A. adjustment disorder with depressed mood
B. bipolar I disorder, mixed
C. cyclothymic personality
D. generalized anxiety disorder","A","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0118","mmlu_professional_medicine","Professional","A 24-year-old man comes to the office because of a 2-day history of a red, itchy rash on his buttocks and legs. Four days ago, he returned from a cruise to the Caribbean, during which he swam in the ship’s pool and used the hot tub. He appears well. His vital signs are within normal limits. Physical examination shows the findings in the photograph. The infectious agent causing these findings most likely began to proliferate in which of the following locations?

Options:
A. Apocrine gland
B. Dermis
C. Eccrine gland
D. Hair follicle","D","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0119","mmlu_professional_medicine","Professional","A 16-month-old girl is brought to the emergency department by emergency medical technicians because of a generalized tonic-clonic seizure that began 25 minutes ago and has continued despite administration of 0.5 mg/kg rectal diazepam 10 minutes ago. The patient was at home at the time of the seizure. In the emergency department, she is given an additional 0.5 mg/kg dose of diazepam intravenously and the convulsion terminates. Within 2 minutes, her oxygen saturation drops to 75% and she appears cyanotic. Respirations are 10/min and shallow. She receives bag-valve-mask ventilation, followed by intubation and mechanical ventilation. Medical history is unremarkable. She takes no medications. Temperature is 39.1°C (102.5°F). Which of the following is the most likely underlying cause of the patient's respiratory insufficiency?

Options:
A. Airway occlusion
B. Encephalitis
C. Medication-induced suppression of central respiratory drive
D. Meningitis","C","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0120","mmlu_professional_medicine","Professional","A 24-year-old man is brought to the emergency department 40 minutes after he was involved in a motor vehicle collision. He was the unrestrained driver. He is conscious. Physical examination shows numerous lacerations and ecchymoses over the face. His vision is normal. Ocular, facial, and lingual movements are intact. The gag reflex is present. Sensation to pinprick is absent over the right side of the face anterior to the right ear, extending down along the full extent of the mandible to the chin. Sensation also is absent over the right side of the tongue. X-rays of the skull show fractures of the orbit, zygomatic arch, and infratemporal fossa. The most likely cause of these findings is a fracture affecting which of the following locations?

Options:
A. Foramen lacerum
B. Foramen ovale
C. Foramen rotundum
D. Foramen spinosum","B","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0121","mmlu_professional_medicine","Professional","A 68-year-old female has a history of breast cancer that has recurred twice in the past 5 years. She has undergone both radiation and chemotherapy for metastatic carcinoma to the bone. She presents to the office today to ask for help in dealing with midthoracic back pain to enable her to use less analgesic agents. The most appropriate osteopathic manipulative technique to treat this patient's spine is

Options:
A. high velocity, low amplitude
B. indirect myofascial release
C. isotonic exercise therapy
D. mid velocity, mid amplitude","B","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0122","mmlu_professional_medicine","Professional","A 26-year-old woman is brought to the emergency department because of an 8-hour history of severe back and abdominal pain and mild but persistent vaginal bleeding. Ultrasonography of the abdomen shows a 2-cm ectopic pregnancy in the ampulla. The ampulla has ruptured into the surrounding tissue. Fluid from this rupture will most likely be found in which of the following locations?

Options:
A. Lesser peritoneal cavity
B. Mesometrium
C. Pouch of Douglas
D. Uterine cavity","C","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0123","mmlu_professional_medicine","Professional","A 67-year-old woman comes to the physician because of dizziness for 6 weeks. When she stands up suddenly, she becomes light-headed and has to steady herself for approximately 1 to 2 minutes before she is able to walk. She has hypertension and type 2 diabetes mellitus. Current medications include glyburide, a diuretic, a β-adrenergic blocking agent, and an angiotensinconverting enzyme (ACE) inhibitor. Her pulse is 55/min. Her blood pressure is 110/70 mm Hg in the right arm and 70/50 mm Hg in the left arm while supine; her blood pressure is 70/50 mm Hg in the right arm and 50/30 mm Hg in the left arm immediately after standing. Neurologic examination shows no focal findings. An ECG shows sinus bradycardia with no evidence of ischemia. Carotid duplex ultrasonography shows reverse flow in the left vertebral artery with no evidence of occlusion. Which of the following is the most appropriate next step in management?

Options:
A. Cardiac stress scintigraphy
B. Adjusting her medication regimen
C. Warfarin therapy
D. Transesophageal echocardiography","B","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0124","mmlu_professional_medicine","Professional","A 25-year-old man is brought to the emergency department because of a 6-day history of fever, severe muscle pain, and diffuse, painful swelling of his neck, underarms, and groin area. The symptoms began after returning from a camping trip in New Mexico. He appears ill and lethargic and can barely answer questions. His temperature is 39.2°C (102.5°F), pulse is 120/min, respirations are 22/min, and blood pressure is 110/70 mm Hg. Physical examination shows generalized scattered black maculae. Examination of the right upper extremity shows an erythematous, solid, tender mass on the underside of the upper extremity just above the elbow; the mass is draining blood and necrotic material. The most effective antibiotic for this patient’s disorder will interfere with which of the following cellular processes or enzymes?

Options:
A. DNA helicase
B. Glucuronosyltransferase
C. Proteasomal degradation
D. Ribosomal assembly","D","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0125","mmlu_professional_medicine","Professional","A 64-year-old female presents to the office with the complaint of difficulty swallowing saliva for about 6 months. She has slurred speech. Examination of the tongue reveals wasting and fasciculation. Decreased deep tendon reflexes and fasciculation are noted in the left lower extremity. The deep tendon reflexes of the left upper extremity are hyperactive. The most likely diagnosis is

Options:
A. amyotrophic lateral sclerosis
B. Friedreich ataxia
C. Pick disease
D. progressive multifocal leukoencephalopathy","A","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0126","mmlu_professional_medicine","Professional","A 42-year-old man comes to the physician for a follow-up examination. Four months ago, he underwent repair of a Dupuytren contracture. Physical examination shows decreased range of motion in the affected hand. The patient is upset that his hand has not fully healed, and he files a malpractice suit against the physician. Which of the following is the most likely precipitating factor in this patient's decision to file a malpractice suit?

Options:
A. The patient's perception that the physician is incompetent
B. The patient's perception that the physician is uncaring
C. The patient's socioeconomic status
D. The physician's amount of experience in the medical field","B","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0127","mmlu_professional_medicine","Professional","Three weeks ago a 45-year-old man was admitted to the hospital because of frostbite of both feet. He was treated by rapid rewarming and protective care of the feet. All the toes on the right foot have turned black. He has become slightly febrile and progressively more confused during the past few days. Examination discloses cellulitis in the midfoot. Which of the following is the most appropriate treatment?

Options:
A. Amputation
B. Application of topical collagenase
C. Debridement of necrotic skin over the toes
D. Hyperbaric oxygen","A","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0128","mmlu_professional_medicine","Professional","A study is being conducted to assess mesothelioma in shipyard workers. A large shipyard firm has provided the asbestos exposure records of all employees during the past 50 years. The health insurer for the workers has provided claims data that documents all chest x-rays and diagnoses of mesothelioma among current workers and retirees. The study enrolled shipyard workers who were diagnosed with mesothelioma and shipyard workers who were not diagnosed with mesothelioma. All subjects in the study had to have chest xrays. Which of the following is the best rationale for selecting a comparison group that had chest x-rays?

Options:
A. Address confounding
B. Demonstrate causality
C. Minimize ascertainment bias
D. Reduce recall bias","C","Professional-level knowledge required in professional medicine.","MMLU","professional_medicine"
"P0129","mmlu_clinical_knowledge","Advanced","For very high force contractions lasting 1-2 seconds, the initial energy source is from:

Options:
A. Glycolysis.
B. creatine phosphorylation.
C. phosphocreatine stores.
D. ATP stores.","D","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0130","mmlu_clinical_knowledge","Advanced","Hypernatraemic dehydration is:

Options:
A. water intake is less than is needed to maintain balance.
B. water intake is more than is needed to maintain balance.
C. blood volume is lost due to trauma or burns.
D. blood volume is lost due to surgery.","A","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0131","mmlu_clinical_knowledge","Advanced","A person is prescribed Ropinirole 1.5 mg divided into three doses. How many micrograms is each dose? Choose one answer from the following:

Options:
A. 5
B. 50
C. 0.5
D. 500","D","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0132","mmlu_clinical_knowledge","Advanced","Which of the following processes is not used to modify protein structure after translation has occurred?

Options:
A. Lipidation.
B. Attachment of more amino acids via peptide bonds.
C. Glycosylation.
D. Phosphorylation.","B","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0133","mmlu_clinical_knowledge","Advanced","Fatty acids are transported into the mitochondria bound to:

Options:
A. thiokinase.
B. coenzyme A (CoA).
C. acetyl-CoA.
D. carnitine.","D","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0134","mmlu_clinical_knowledge","Advanced","What is the 'normal' range of flexion at the knee joint?

Options:
A. 0-115 degrees.
B. 0-135 degrees.
C. 0-155 degrees.
D. 0-175 degrees.","B","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0135","mmlu_clinical_knowledge","Advanced","When you are taking a musculoskeletal history which of the following is true?

Options:
A. Drugs may be implicated in the causation of gout
B. A history of diarrhoea is not relevant
C. Difficulty rising from a chair is diagnostic of polymyalgic rheumatica
D. Joint stiffness of 5 minutes duration suggests an arthropathy","A","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0136","mmlu_clinical_knowledge","Advanced","The main factors determining success in sport are:

Options:
A. a high energy diet and large appetite.
B. high intelligence and motivation to succeed.
C. a good coach and the motivation to succeed.
D. innate ability and the capacity to respond to the training stimulus.","D","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0137","mmlu_clinical_knowledge","Advanced","How many chromosomes do all human somatic cells contain?

Options:
A. 3
B. 20
C. 23
D. 46","D","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0138","mmlu_clinical_knowledge","Advanced","Women's world record performances have improved rapidly in recent years mainly because:

Options:
A. women have evolved a greater muscle mass.
B. women can now run faster than men.
C. women have started training at an earlier age.
D. more women are now engaged in sport.","D","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0139","mmlu_clinical_knowledge","Advanced","Which organ secretes insulin?

Options:
A. The gastric parietal cells.
B. The pancreas.
C. The walls of the large intestine.
D. The autonomic nervous system.","B","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0140","mmlu_clinical_knowledge","Advanced","The carpal bones are the small bones of the wrist - name them.

Options:
A. Scaphoid, lunate, triquetral, pisiform, trapezium, trapezoid, capitate, hamate.
B. Scaphoid, lunar, triquetrium, pisiform, radius, ulna, capitates.
C. Scaphoid, proximal phalynx, humerus, hamate, capitate.
D. Scaphoid, radius, ulna, cunniform, trapezius.","A","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0141","mmlu_clinical_knowledge","Advanced","Which of the following can act as an intracellular buffer to limit pH changes when the rate of glycolysis is high?

Options:
A. Glutamine
B. Glucose
C. Carnosine
D. Amylase","C","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0142","mmlu_clinical_knowledge","Advanced","When using an inhaler, when should a patient be asked to rinse their mouth?

Options:
A. Before using their bronchodilator inhaler.
B. After using their bronchodilator inhaler.
C. Before using their steroid inhaler.
D. After using their steroid inhaler.","D","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0143","mmlu_clinical_knowledge","Advanced","Under which circumstances would you not use a catheter valve?

Options:
A. If the patient is post-operative.
B. If the patient chooses it.
C. If the patient has bladder sensation.
D. If urine does not need to be measured.","A","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0144","mmlu_clinical_knowledge","Advanced","The genome is:

Options:
A. the number of chromosomes found in the somatic cells of an organism.
B. the entire DNA sequence of an organism.
C. the entire list of proteins that an organism is capable of producing.
D. the DNA sequence of an entire chromosome.","B","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0145","mmlu_clinical_knowledge","Advanced","What is 'coring'?

Options:
A. A symptom of phlebitis.
B. Titration of a drug with its desired effect.
C. The delivery of medication straight into the bloodstream.
D. When drugs are withdrawn from a sealed vial, fragments of the rubber bung can be cut out by the needle.","D","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0146","mmlu_clinical_knowledge","Advanced","A hypertonic solution is:

Options:
A. a solution that has a higher concentration of solutes than the normal human cell.
B. a solution that blocks off enteral tubes easily.
C. a solution that has a lower concentration of solutes than the normal human cell.
D. a solution with a high fibre content.","A","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0147","mmlu_clinical_knowledge","Advanced","Which of the following is true about Addisons Disease?

Options:
A. It is due to a deficiency of prolactin hormone
B. Leads to generalized pigmentation
C. It is a recognized cause of hypertension
D. Diabetes is a complication","B","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0148","mmlu_clinical_knowledge","Advanced","Which of the following is the same strength as Adrenaline 1 in 1000? Choose one answer from the following:

Options:
A. 1 mg/mL
B. 1 mg/L
C. 1 g/mL
D. 100 micrograms/mL","A","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0149","mmlu_clinical_knowledge","Advanced","A fundamental cause of fatigue in high intensity exercise is:

Options:
A. a fall in the cell concentration of ADP.
B. inhibition of ATP production.
C. failure of the ATP supply to match the demand.
D. lack of skill.","C","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0150","mmlu_clinical_knowledge","Advanced","Which of the following is true in diplopia?

Options:
A. Diplopia can never occur if one eye is covered
B. The outer image is always the false image
C. A fourth nerve palsy occurs when the patient looks upwards
D. A sixth nerve palsy causes a divergent squint","B","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0151","mmlu_clinical_knowledge","Advanced","Which of the following is true of the spine?

Options:
A. Back pain is an uncommon complaint
B. Schober's test is designed to quantify the flexion of the lumbar spine
C. Ankylosing spondylitis is a cause of hypermobility of the spine
D. Pregnancy is a cause of loss of lordosis of the lumbar spine","B","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0152","mmlu_clinical_knowledge","Advanced","As a general principle what is the best approach to the use of analgesic drugs following surgery?

Options:
A. Give drugs only 'as required'.
B. Give drugs regularly with provision for additional 'as required' pain relief for breakthrough pain.
C. Use long-acting drugs twice daily.
D. Give only when pain scores are high.","B","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0153","mmlu_clinical_knowledge","Advanced","The most rapid method to resynthesize ATP during exercise is through:

Options:
A. glycolysis.
B. phosphocreatine breakdown.
C. tricarboxylic acid cycle (Krebs' cycle).
D. glycogenolysis.","B","Advanced-level knowledge required in clinical knowledge.","MMLU","clinical_knowledge"
"P0154","mmlu_conceptual_physics","Advanced","Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh

Options:
A. 1/100 as much
B. 10 times as much
C. 100 times as much
D. 1000 times as much","C","Advanced-level knowledge required in conceptual physics.","MMLU","conceptual_physics"
"P0155","mmlu_conceptual_physics","Advanced","The model of light most supported by the photoelectric effect is the

Options:
A. wave model
B. particle model
C. Both of these
D. Neither of these","B","Advanced-level knowledge required in conceptual physics.","MMLU","conceptual_physics"
"P0156","mmlu_conceptual_physics","Advanced","The mass of an atom comes mostly from its _ ; and its volume from its _.

Options:
A. nucleons; nucleons.
B. electrons; electrons.
C. electrons; nucleons.
D. nucleons; electrons.","D","Advanced-level knowledge required in conceptual physics.","MMLU","conceptual_physics"
"P0157","mmlu_conceptual_physics","Advanced","A wave transfers

Options:
A. amplitude
B. wavelength
C. frequency
D. energy","D","Advanced-level knowledge required in conceptual physics.","MMLU","conceptual_physics"
"P0158","mmlu_conceptual_physics","Advanced","Polarization is a property of

Options:
A. transverse waves.
B. longitudinal waves.
C. all waves.
D. None of these.","A","Advanced-level knowledge required in conceptual physics.","MMLU","conceptual_physics"
"P0159","mmlu_conceptual_physics","Advanced","The direction of natural processes is from states of

Options:
A. higher order to lower order
B. lower order to higher order
C. disorganization to organization
D. disorder to equilibrium","A","Advanced-level knowledge required in conceptual physics.","MMLU","conceptual_physics"
"P0160","mmlu_conceptual_physics","Advanced","The difference between dc and ac in electric circuits is that in dc, charges flow

Options:
A. steadily in one direction
B. in one direction
C. to and fro
D. All of these","B","Advanced-level knowledge required in conceptual physics.","MMLU","conceptual_physics"
"P0161","mmlu_conceptual_physics","Advanced","Most of the radiation in Earth’s biosphere is

Options:
A. natural background radiation
B. the result of military activities
C. from nuclear power plants
D. in the form of cosmic rays","A","Advanced-level knowledge required in conceptual physics.","MMLU","conceptual_physics"
"P0162","mmlu_conceptual_physics","Advanced","When small pieces of material are assembled into a larger piece, the combined surface area

Options:
A. greatly increases
B. slightly increases
C. decreases
D. is unchanged","C","Advanced-level knowledge required in conceptual physics.","MMLU","conceptual_physics"
"P0163","mmlu_conceptual_physics","Advanced","Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is

Options:
A. less.
B. equal.
C. greater.
D. none because it sinks.","A","Advanced-level knowledge required in conceptual physics.","MMLU","conceptual_physics"
"P0164","mmlu_conceptual_physics","Advanced","In the atomic nucleus, electrical forces tend to

Options:
A. hold particles together
B. push particles apart
C. produce orbital motion
D. charge particles","B","Advanced-level knowledge required in conceptual physics.","MMLU","conceptual_physics"
